Age,Sex
80,3
2,2
42,1
62,1
72,1
73,3
46,1
22,2
135,6
102,3
70,2
21,2
-1,2
44,1
-1,2
21,1
116,4
30,2
-1,1
45,2
76,1
330,11
44,1
37,4
17,2
49,2
118,3
24,1
30,1
73,3
182,5
75,2
50,1
245,10
62,3
16,1
27,3
19,1
79,3
94,5
11,1
18,1
69,2
59,2
40,1
151,6
59,1
175,5
180,7
40,1
82,3
60,1
15,2
87,3
78,4
59,4
120,6
165,7
11,2
26,1
7,1
73,1
65,2
66,7
30,2
-1,1
31,2
61,2
44,4
136,4
113,7
112,4
179,4
34,1
135,5
13,2
35,2
132,2
79,3
17,1
20,1
197,8
34,3
16,1
49,3
95,3
53,2
67,3
51,4
34,2
159,9
219,9
61,1
32,2
86,4
22,1
117,7
76,1
144,7
53,1
26,1
134,4
22,2
11,1
139,5
87,4
15,2
75,3
11,2
160,9
88,4
167,5
41,2
104,4
46,1
115,5
153,4
88,4
29,1
261,11
35,2
69,3
41,1
205,12
118,6
19,2
74,2
89,3
39,3
48,3
20,2
157,7
56,2
39,1
14,2
38,1
31,1
148,2
287,8
30,1
35,3
43,1
21,2
35,5
21,1
61,3
83,4
54,4
21,2
26,2
58,4
105,7
259,12
34,1
91,3
19,1
61,3
18,1
17,2
49,1
38,3
64,5
23,1
13,2
145,4
42,2
213,13
18,2
70,4
25,2
39,2
67,1
27,2
45,2
46,1
33,1
-1,1
26,2
74,8
51,1
20,1
18,1
42,1
27,1
57,1
14,2
36,2
43,2
38,1
19,1
-1,2
23,1
36,2
28,1
119,4
41,1
51,2
31,2
101,4
76,4
40,1
70,2
84,4
18,1
75,2
65,4
23,2
48,1
196,8
61,4
322,17
15,1
105,5
202,10
98,5
30,2
22,1
127,5
32,1
25,1
47,2
203,8
55,4
25,1
200,9
60,3
40,2
198,19
74,3
200,11
141,6
26,2
129,14
82,3
42,2
31,2
141,7
17,1
30,4
107,10
61,2
221,14
323,13
18,2
145,7
19,1
22,1
79,5
49,1
22,1
131,8
31,2
86,2
70,4
48,2
97,3
54,2
157,3
84,6
36,2
18,2
247,9
52,2
25,1
123,6
31,1
86,2
26,1
40,1
64,2
141,10
74,3
124,3
117,5
79,1
82,1
23,1
25,2
31,1
47,2
67,2
128,3
51,4
86,4
50,1
95,4
276,10
135,3
115,3
274,9
63,2
42,1
86,1
52,4
85,1
142,7
45,1
39,2
32,6
65,1
3,3
154,5
116,6
80,2
137,6
86,5
225,5
41,2
99,4
288,8
18,1
108,2
223,11
51,2
35,2
35,1
57,2
35,1
78,3
74,2
77,4
133,4
51,1
40,2
33,2
95,3
19,1
18,2
18,1
21,2
-1,2
72,3
85,5
44,1
30,2
20,2
77,2
106,6
40,1
37,1
108,9
47,3
9,1
146,8
71,4
227,15
123,6
59,1
119,5
21,2
56,3
15,1
56,2
8,2
315,9
20,2
161,8
115,5
209,6
-1,1
70,3
29,2
86,3
60,2
60,4
51,3
185,7
27,1
163,9
10,2
97,6
41,2
70,3
26,1
124,5
33,1
65,3
21,2
70,3
124,4
31,1
30,1
392,17
16,3
44,2
18,1
51,4
121,7
51,2
54,2
47,1
60,4
94,5
59,3
39,4
34,2
75,3
106,3
56,2
14,1
14,1
123,6
171,6
39,3
190,10
82,7
51,3
56,3
18,1
38,3
15,2
63,2
16,1
32,2
57,2
76,4
32,1
77,2
66,3
32,1
73,3
71,1
169,10
23,2
18,1
36,1
64,2
25,1
29,1
57,1
86,2
156,6
92,4
89,3
20,1
83,5
28,2
20,2
80,3
66,2
68,6
22,1
22,2
38,1
283,9
63,4
86,4
18,2
17,2
34,4
54,6
61,2
88,5
76,3
34,3
73,3
33,4
73,1
53,1
50,2
74,2
17,1
54,3
119,4
43,1
25,1
54,1
27,1
49,2
66,3
25,1
24,1
19,1
43,2
19,2
72,1
55,1
27,1
55,1
53,1
34,1
28,2
82,1
50,4
42,1
74,2
25,1
78,3
86,3
38,1
199,6
79,3
43,1
80,5
19,1
34,2
297,14
50,2
112,2
38,1
35,1
43,2
94,3
20,1
65,4
41,2
185,7
81,3
132,10
12,1
71,6
40,2
133,8
20,1
143,13
39,4
12,2
61,4
56,1
77,3
45,4
17,1
198,10
84,4
19,2
22,2
46,2
9,2
231,9
58,1
76,2
65,2
177,3
100,4
29,2
40,2
244,11
21,2
95,3
105,5
83,3
92,3
51,2
71,1
33,3
136,4
32,2
17,2
41,1
94,3
41,1
105,7
86,2
89,2
64,2
90,2
96,4
32,1
49,3
58,2
69,1
201,5
45,1
59,1
54,4
64,2
94,4
37,2
56,2
184,5
79,2
84,3
94,2
24,2
38,2
59,2
32,2
81,2
78,3
47,2
151,4
137,6
52,1
37,2
62,3
64,1
134,3
32,1
77,2
21,2
103,9
24,1
-1,2
20,1
105,3
43,1
94,4
52,1
146,6
189,9
206,7
39,1
69,1
303,14
277,10
36,2
5,1
237,10
76,3
260,10
87,4
38,1
23,1
10,2
55,3
12,2
69,3
164,8
11,1
23,2
56,2
41,1
166,6
64,2
40,1
157,3
198,9
19,2
152,6
22,1
131,5
53,1
136,5
4,2
33,2
107,6
47,2
72,3
18,1
35,2
59,4
52,4
158,3
8,2
-1,1
29,2
177,4
76,2
41,2
218,8
56,2
24,2
24,2
137,5
88,4
114,6
50,3
46,4
20,1
16,1
190,4
36,1
29,1
48,1
34,1
149,6
18,1
17,1
130,3
19,2
24,2
194,6
80,2
34,1
90,5
193,7
29,2
98,4
33,1
84,2
50,1
87,5
71,3
24,2
16,2
75,3
50,2
59,1
19,1
42,2
174,6
20,1
29,1
54,3
143,6
32,4
69,1
32,1
16,1
59,2
85,7
128,5
73,2
29,1
39,1
59,4
56,2
179,9
66,2
19,2
74,5
36,1
42,1
42,1
196,7
22,1
35,1
70,3
40,1
37,3
19,1
37,2
19,1
33,2
18,2
19,1
83,3
25,1
57,1
35,6
21,1
74,1
27,1
29,1
80,2
93,2
91,2
55,1
35,1
35,1
52,1
48,1
161,6
39,1
21,1
218,6
41,1
70,3
46,2
23,2
33,1
43,1
163,5
77,2
183,6
29,2
99,3
80,4
81,3
105,4
38,1
86,2
99,6
82,4
11,1
12,1
42,1
194,5
54,4
113,6
140,3
183,8
14,2
15,1
14,1
122,6
14,1
42,4
54,3
27,2
78,4
20,1
80,3
286,9
35,4
46,1
240,9
90,2
146,4
23,2
117,2
65,3
21,2
21,2
98,2
59,2
66,1
28,2
69,4
120,3
22,1
62,1
61,1
165,4
172,5
86,3
88,2
33,1
32,2
193,7
34,3
123,2
55,2
39,2
48,2
43,1
97,6
46,1
58,1
32,2
134,5
87,1
215,8
52,2
59,2
94,4
80,2
337,10
55,2
58,2
26,2
176,7
97,6
22,2
149,2
28,1
230,9
184,8
56,2
111,5
39,4
73,1
113,3
225,7
79,2
156,4
150,4
43,1
473,16
167,5
106,5
44,8
90,6
59,2
90,4
183,7
31,2
45,1
80,1
57,2
47,1
46,1
12,3
24,2
73,5
160,3
77,2
14,1
62,4
309,12
86,1
269,6
30,2
46,4
53,2
105,4
146,7
92,2
59,3
6,1
210,7
25,2
50,1
55,3
28,1
91,2
147,4
46,2
11,1
265,12
60,5
419,17
25,4
55,2
39,1
250,9
24,3
24,1
126,9
127,8
16,1
7,1
38,1
86,6
89,3
49,2
27,1
16,2
119,7
49,1
33,2
25,2
71,3
3,1
52,2
37,5
116,4
52,3
30,1
370,13
40,2
61,3
31,1
16,1
12,2
27,1
160,6
18,1
81,2
70,2
196,6
18,1
76,4
59,3
72,2
46,3
155,5
109,3
54,4
418,12
-1,1
11,1
136,6
62,5
32,1
30,2
252,8
42,2
89,4
73,2
307,12
43,2
52,1
186,7
258,10
27,4
34,1
40,1
305,16
41,1
52,3
64,3
79,3
198,6
24,1
181,5
58,3
81,3
118,6
97,3
23,2
85,3
18,1
23,2
84,6
36,1
79,5
15,1
168,3
50,1
44,1
88,2
60,2
145,7
142,6
120,5
56,3
24,2
66,4
43,4
59,1
34,1
85,2
44,1
34,3
94,7
99,3
67,2
13,2
53,1
38,2
32,1
89,7
7,1
23,1
38,1
88,3
58,1
72,3
83,5
36,1
64,2
63,2
28,1
94,3
88,2
22,1
37,3
39,2
31,2
17,1
41,4
52,3
16,2
39,1
37,2
39,1
31,1
35,2
32,2
37,2
19,1
75,2
58,1
161,3
74,3
67,3
54,3
30,1
21,1
46,4
23,1
30,1
22,1
22,2
18,1
35,2
25,1
57,1
57,2
28,1
61,1
56,2
27,1
33,1
195,5
36,1
49,1
38,1
36,2
19,1
27,2
18,1
39,1
109,3
20,2
79,3
23,2
34,1
35,1
90,8
78,3
86,4
32,1
98,3
31,1
150,4
143,4
83,3
27,1
39,2
53,1
29,2
44,2
23,2
39,1
36,2
73,4
148,4
37,1
40,2
62,3
144,5
25,2
53,1
28,2
60,1
18,2
65,1
20,1
94,6
6,4
74,5
67,2
62,3
85,6
9,1
66,2
66,1
88,5
18,2
56,1
83,3
100,2
68,5
56,2
68,6
52,1
68,3
141,5
128,6
107,4
133,6
11,1
58,5
163,6
62,1
19,1
294,5
23,2
257,13
4,1
76,2
43,2
13,1
62,3
94,3
58,7
100,3
123,3
-1,1
90,3
105,9
79,4
81,2
80,4
100,5
36,1
37,1
207,7
64,2
218,6
83,3
221,8
18,2
46,2
81,6
64,1
203,4
30,1
68,2
23,1
68,4
59,2
44,2
111,4
119,7
116,5
21,1
23,1
41,2
75,2
21,2
-1,2
179,10
19,2
57,1
64,4
28,2
-1,2
50,2
105,4
38,2
37,2
89,4
20,1
26,2
54,3
93,2
84,4
56,2
29,2
29,1
3,1
119,6
161,6
25,2
37,2
22,2
51,1
30,3
30,1
70,3
150,6
41,3
55,3
63,3
158,8
77,5
85,3
150,4
19,2
31,1
71,2
30,1
62,3
73,5
14,2
64,2
38,2
69,4
45,1
6,2
24,1
48,2
359,18
21,2
14,1
32,1
170,5
43,4
98,3
50,1
93,5
34,1
91,3
111,4
42,1
99,5
17,1
154,10
34,2
103,4
23,1
17,2
24,1
45,1
61,1
35,1
20,2
16,1
87,6
45,3
55,1
28,2
74,2
53,2
28,1
23,2
93,2
100,4
20,1
28,2
19,1
35,1
29,2
34,4
33,1
51,1
68,1
41,3
44,1
39,1
51,1
76,3
56,5
57,1
34,2
13,2
76,2
34,1
18,1
41,3
22,2
31,1
47,2
19,2
92,4
65,4
106,5
83,2
19,1
56,3
55,4
19,2
33,1
17,1
35,1
19,1
22,1
60,3
18,2
36,1
54,1
19,1
61,4
36,1
19,1
18,1
24,1
-1,1
19,1
28,1
43,3
28,2
17,1
30,1
22,1
25,1
26,2
82,2
18,2
33,2
53,4
71,3
19,2
-1,2
41,1
82,4
48,2
38,3
48,2
64,2
18,1
28,3
125,2
128,3
259,8
6,1
55,1
76,2
48,1
89,3
76,2
35,2
10,1
39,3
87,5
34,2
21,2
31,2
34,2
58,2
19,1
85,3
63,1
34,1
129,6
21,1
38,1
48,4
58,2
55,1
86,3
38,4
40,1
157,8
117,5
25,1
129,3
40,2
23,1
6,2
111,7
22,1
73,2
55,2
95,5
129,2
46,1
114,4
23,1
19,1
40,2
45,1
46,3
54,1
22,2
51,1
132,4
31,2
25,2
129,5
158,5
15,1
47,1
27,2
149,2
115,7
22,2
65,3
37,3
10,1
34,2
80,2
110,6
95,4
55,3
113,4
35,1
31,1
59,2
93,2
29,1
17,1
80,2
72,1
30,1
48,2
90,4
65,4
81,2
23,1
41,2
38,1
119,5
126,4
42,2
14,3
81,6
52,2
172,5
38,1
20,2
61,4
34,3
40,1
19,2
13,2
75,1
119,4
29,1
28,1
18,1
27,1
75,2
22,2
16,1
22,1
45,2
20,1
42,1
39,1
33,2
19,1
86,6
35,1
28,1
27,1
-1,1
43,1
52,3
36,3
51,2
19,1
36,3
34,1
55,1
30,1
38,2
26,2
25,2
35,3
21,2
25,1
21,1
19,1
51,1
149,3
37,1
33,1
70,3
41,1
24,1
111,4
38,2
61,2
28,1
90,2
28,1
57,3
27,1
63,1
34,1
93,2
72,1
35,1
66,2
81,3
35,1
154,4
58,3
166,7
163,5
42,1
18,1
250,10
20,2
34,1
64,1
146,6
22,2
238,7
85,7
19,2
12,1
118,5
36,1
183,6
23,3
143,6
173,8
3,2
153,5
45,1
120,3
635,27
115,5
27,3
48,2
79,2
36,1
81,2
177,4
29,2
185,6
47,1
23,1
72,2
207,6
46,2
207,8
48,1
60,3
81,2
27,1
56,1
46,2
162,6
84,4
72,5
33,2
28,1
80,3
202,8
145,3
116,3
43,1
32,2
72,1
20,2
72,2
31,1
23,2
106,5
22,1
46,3
145,6
21,1
39,1
25,1
25,1
37,1
58,3
151,4
15,1
177,7
139,6
58,3
55,2
-1,2
128,3
111,3
20,1
74,1
61,1
22,1
76,3
50,2
28,1
51,1
70,3
38,1
21,1
112,6
109,6
143,7
129,4
37,3
69,3
158,10
79,3
33,3
250,5
42,1
85,5
60,1
14,1
90,6
23,1
127,3
49,1
20,2
168,5
52,4
197,11
51,1
43,2
86,2
72,5
52,2
45,1
11,1
45,1
209,11
56,1
35,2
113,10
27,1
112,5
83,2
68,7
39,1
86,4
-1,2
46,1
113,6
32,1
49,1
47,1
16,1
36,1
130,4
32,6
28,1
59,2
18,1
102,4
46,2
92,3
27,1
309,12
8,1
48,2
23,2
26,1
84,4
49,1
48,1
192,9
48,1
30,1
25,1
44,2
26,1
50,1
88,4
96,6
71,4
112,6
39,1
16,1
77,2
82,4
27,1
60,3
45,1
182,8
54,1
14,2
13,1
-1,1
120,9
97,6
42,1
15,1
27,1
12,2
88,10
48,3
-1,2
20,1
55,3
35,1
28,1
27,1
18,1
114,4
20,1
21,2
76,3
73,1
69,5
44,1
39,2
19,1
19,1
24,1
22,1
19,1
59,1
63,2
100,6
28,2
21,2
20,1
45,1
14,2
28,1
19,1
49,1
40,2
33,1
151,3
79,4
35,1
109,2
133,3
39,1
138,5
56,3
110,2
37,2
21,1
89,5
118,3
103,5
25,2
52,1
35,2
161,9
17,2
106,3
47,4
40,1
17,1
139,5
92,3
102,7
90,5
26,2
394,19
9,2
22,1
227,11
42,2
55,3
8,1
132,7
178,9
9,1
242,10
72,2
54,2
2,1
65,1
279,10
32,1
54,2
175,4
109,4
96,2
131,8
46,1
109,3
187,6
64,5
18,2
46,1
111,4
87,2
44,2
64,1
75,2
86,1
104,2
76,4
51,1
54,1
33,2
19,1
78,2
25,1
75,3
15,1
86,4
72,1
113,4
32,1
34,1
74,2
80,4
42,1
192,6
27,1
190,8
52,2
138,2
16,1
80,3
62,1
50,1
31,2
27,2
68,2
72,3
111,6
174,7
95,4
33,2
30,1
86,3
18,1
70,3
125,4
-1,2
148,4
56,3
33,2
51,2
76,3
433,13
47,2
257,7
44,1
43,2
185,9
62,1
60,2
39,2
69,2
20,1
106,3
29,2
33,4
74,1
163,9
59,4
61,2
-1,1
106,6
52,4
45,1
10,2
11,1
85,3
44,3
-1,1
14,1
96,4
24,2
45,2
61,2
124,5
202,5
182,8
15,1
246,7
33,3
63,2
247,12
12,1
63,1
251,6
115,5
18,1
80,3
80,1
40,1
102,4
41,2
163,8
51,4
259,9
76,2
65,4
209,12
54,1
56,3
61,1
64,2
74,2
72,2
243,8
26,2
67,4
12,1
141,5
81,7
49,2
5,1
128,3
42,2
159,5
78,3
175,6
49,2
33,4
80,3
33,1
73,4
174,4
62,4
50,1
129,3
18,1
220,9
39,2
319,7
35,1
79,6
134,5
40,1
46,2
51,1
81,3
92,5
108,5
66,5
185,8
154,3
18,1
60,4
55,3
40,1
19,1
41,1
87,4
-1,1
90,4
81,5
22,2
71,3
22,1
16,1
71,6
141,7
186,10
43,2
23,2
47,1
179,8
32,6
49,1
133,7
283,10
21,2
104,2
196,5
48,3
8,1
65,6
63,2
79,2
22,1
16,1
50,1
192,6
132,5
18,1
42,4
48,4
53,1
16,2
19,2
68,3
65,1
18,2
22,2
216,12
18,1
80,2
29,2
20,1
41,1
23,2
22,1
60,4
29,2
46,2
70,1
25,1
31,1
98,3
33,2
23,1
42,1
50,1
27,1
30,2
44,2
196,6
31,1
139,3
102,4
28,1
57,1
20,1
82,3
100,5
37,2
65,4
153,4
88,2
63,2
148,5
47,1
22,2
160,3
86,2
98,4
54,1
25,1
197,8
83,3
24,2
232,8
48,1
57,1
44,2
33,2
20,1
148,5
71,4
87,3
526,18
97,4
36,1
42,2
27,2
27,2
30,2
215,12
42,3
262,9
23,2
101,7
81,3
126,3
35,6
305,12
20,2
78,1
54,4
118,8
47,1
10,1
18,3
120,6
19,1
30,2
491,25
40,3
65,3
24,2
81,2
257,9
27,1
86,3
88,5
23,2
184,8
74,4
123,7
34,2
150,7
147,6
26,2
49,2
50,2
41,2
70,3
324,8
29,1
85,1
112,5
165,5
74,3
19,1
28,1
52,1
103,6
46,1
217,5
39,2
55,1
302,10
40,2
59,2
62,2
64,1
396,13
87,2
47,1
90,4
48,1
20,2
59,4
131,2
84,1
18,2
71,1
72,2
40,1
32,2
54,2
17,1
65,3
4,1
17,1
67,2
72,1
96,4
44,1
78,1
23,2
40,2
108,2
113,3
72,4
43,1
147,5
98,7
15,1
81,2
21,1
220,8
211,7
19,1
144,4
15,1
84,2
28,1
172,7
22,2
211,5
128,4
21,2
83,2
2,2
121,3
73,2
41,1
173,4
73,4
39,4
198,5
19,2
84,2
53,1
20,2
22,1
190,7
33,2
32,1
54,1
41,2
90,4
54,1
30,3
24,1
79,3
11,1
37,2
224,6
153,11
99,6
14,2
101,7
64,3
47,6
5,1
97,7
91,4
87,7
38,2
13,2
-1,-1
14,1
37,5
10,2
31,1
104,5
65,3
75,1
132,8
31,1
218,10
63,1
13,2
71,2
23,1
156,5
146,9
83,4
151,6
17,2
52,2
231,12
49,4
153,3
53,3
35,1
62,2
15,1
85,4
36,1
35,1
152,5
84,3
175,3
25,4
10,1
52,1
71,4
39,2
43,2
49,2
15,2
81,3
25,1
227,11
83,3
82,3
46,2
60,3
26,1
117,8
13,1
310,15
178,6
135,5
62,2
53,2
65,3
220,10
56,1
56,4
74,2
109,2
193,6
20,1
126,5
48,1
18,2
10,1
89,1
223,9
97,5
73,1
79,2
93,3
28,1
169,4
54,3
6,3
22,1
423,14
101,5
18,1
17,1
49,2
73,4
72,5
148,8
38,1
47,4
87,2
37,1
113,4
23,2
114,5
33,3
52,1
16,2
83,4
54,4
59,2
36,1
254,8
55,2
48,2
17,2
28,3
21,2
45,1
38,3
63,2
44,2
150,5
30,2
86,3
57,1
20,2
72,2
35,1
71,1
50,1
25,1
19,2
27,1
43,1
63,2
36,1
34,1
19,2
39,4
49,1
23,1
25,1
27,1
23,2
24,1
45,1
42,1
25,2
36,2
26,2
26,1
21,2
37,2
22,1
86,4
85,3
118,2
51,2
35,1
118,5
90,3
25,1
61,2
57,1
80,3
29,2
94,3
44,1
118,2
36,2
16,1
188,4
110,3
52,1
59,4
128,9
59,1
18,2
24,2
26,2
22,2
200,10
58,2
126,5
26,1
64,3
153,6
38,1
193,7
50,2
97,3
49,1
129,4
172,9
50,1
26,1
17,1
33,1
95,10
25,1
63,3
39,1
20,1
110,4
52,1
105,4
73,3
238,7
27,1
199,5
65,2
81,3
103,5
43,2
26,2
33,2
73,2
51,2
95,3
54,1
19,1
150,4
105,3
165,4
80,3
46,2
19,1
19,1
200,6
65,1
47,2
32,2
42,1
87,2
179,6
1,2
48,1
167,5
85,1
92,3
78,4
68,2
20,1
31,1
33,1
121,4
66,3
29,2
130,3
105,2
91,2
60,5
72,2
19,1
122,2
106,6
95,2
90,4
25,1
44,1
128,6
23,2
78,4
47,3
61,1
45,1
39,3
27,2
45,2
89,4
385,11
29,2
41,4
51,3
189,8
52,3
43,1
196,5
67,2
53,3
129,7
79,3
11,1
49,2
30,2
20,1
190,7
35,1
154,6
24,4
264,9
2,1
67,2
355,21
63,2
84,4
53,2
59,2
141,5
45,2
43,2
35,3
154,10
24,1
108,4
27,2
228,10
81,3
289,11
43,2
119,4
45,2
49,2
52,3
56,2
8,2
19,2
95,3
57,4
62,3
126,3
225,9
45,1
18,1
73,2
188,8
84,2
55,2
22,1
124,4
23,1
49,2
137,5
60,3
50,2
20,2
20,2
50,1
22,2
72,3
30,1
83,3
30,4
64,1
37,1
49,2
38,2
75,3
38,2
28,2
161,8
49,1
24,3
12,1
14,1
52,2
21,2
38,2
186,6
15,2
230,8
51,3
20,1
187,8
56,1
57,5
56,3
55,1
17,1
125,3
68,1
48,3
86,4
331,18
18,1
39,1
90,3
28,2
86,3
58,1
34,1
21,2
93,7
43,1
69,3
39,1
43,2
64,2
106,3
18,2
49,4
22,1
17,2
71,2
146,8
29,1
19,2
138,3
82,5
17,2
20,1
29,1
56,4
41,1
35,1
30,1
223,7
18,1
63,2
17,2
64,3
25,2
37,4
19,2
13,2
20,1
85,2
30,2
55,2
58,3
38,1
46,1
27,2
32,1
34,1
18,2
49,1
15,1
18,1
34,1
44,1
100,2
75,4
31,2
80,2
111,3
100,3
20,2
94,2
55,1
23,1
28,2
134,3
74,2
23,2
61,2
53,1
59,1
46,2
38,1
46,1
64,2
81,3
22,2
143,4
48,1
23,1
29,1
31,2
23,2
148,5
85,4
106,3
11,1
75,3
48,4
51,2
21,2
35,3
27,1
233,5
49,2
40,2
58,3
18,2
160,9
44,1
26,1
124,4
64,3
5,1
45,4
31,1
155,5
64,2
29,2
108,4
29,2
19,2
121,6
78,4
47,2
178,6
179,10
50,2
38,1
91,6
103,5
148,2
93,2
51,1
55,4
128,3
75,2
51,4
101,3
24,2
39,1
10,2
-1,1
140,8
-1,2
35,1
23,2
22,2
112,4
-1,1
89,3
80,4
121,3
147,3
14,2
285,11
27,1
33,1
65,2
190,9
55,1
131,5
95,2
99,3
308,14
38,1
102,4
18,1
56,2
93,4
73,4
37,2
9,1
95,4
16,1
33,1
54,1
355,11
46,2
28,2
20,1
26,1
21,2
33,2
219,11
95,3
43,4
80,3
153,4
249,8
45,2
29,3
15,2
62,2
56,3
20,2
87,2
256,6
22,1
86,8
52,5
55,2
117,3
82,6
38,2
10,1
177,7
26,2
80,2
210,7
51,1
16,1
87,3
57,4
99,2
246,7
80,2
60,3
40,1
157,5
95,3
62,1
67,4
9,1
94,6
22,1
19,1
25,1
56,3
128,6
134,6
23,1
41,4
24,2
112,3
102,8
81,3
46,1
214,8
43,1
145,7
30,2
268,12
41,4
40,1
41,4
50,3
133,4
260,8
58,2
36,1
58,3
38,1
351,16
38,1
35,2
84,2
72,4
77,2
107,5
55,2
21,2
38,2
198,8
59,2
36,2
280,11
73,2
44,2
81,2
43,3
48,3
178,5
26,2
27,1
40,2
28,2
68,3
211,8
122,5
23,2
96,6
41,1
16,1
22,1
60,2
57,5
174,5
108,6
43,1
19,1
25,1
42,2
62,3
19,1
17,1
75,4
99,5
41,2
74,2
75,3
84,8
18,2
19,2
21,2
43,3
18,1
21,2
42,1
37,1
82,2
27,1
22,1
103,3
21,1
45,1
170,4
145,7
41,3
47,1
86,2
30,1
101,6
48,1
86,2
36,2
52,3
45,1
134,6
25,1
21,1
85,3
61,3
23,1
39,3
40,1
20,1
75,2
139,6
40,1
29,1
18,1
70,4
54,1
40,3
20,1
47,4
75,2
19,2
138,6
47,1
54,1
19,2
38,2
24,2
21,2
23,1
22,4
21,2
18,1
59,3
70,2
81,3
28,1
50,1
76,1
19,1
24,1
22,1
30,1
21,2
71,2
19,1
21,2
37,1
81,2
55,2
59,1
26,2
18,2
91,3
38,2
95,1
39,2
18,2
19,2
18,1
23,1
48,3
86,5
36,1
23,1
61,1
40,4
74,3
138,3
42,1
50,2
34,2
63,1
66,3
210,9
131,5
13,1
94,2
30,2
134,3
58,4
26,1
12,1
15,1
97,4
69,2
42,2
51,1
63,4
58,3
35,2
43,3
30,2
18,1
127,6
122,5
50,2
20,1
162,3
31,2
165,3
139,7
26,1
45,3
70,1
78,5
73,2
76,4
75,1
3,1
33,1
29,2
121,4
20,1
66,2
54,3
22,2
43,2
87,4
68,2
42,2
35,2
126,2
8,1
100,2
448,11
38,2
68,2
77,5
37,1
12,1
33,1
56,1
22,1
32,2
21,1
39,2
36,1
43,1
38,3
12,1
105,2
11,1
84,4
148,3
45,4
135,10
101,2
53,2
58,4
16,1
76,3
51,5
102,6
47,2
55,3
123,6
103,7
13,1
39,2
74,2
50,2
8,1
13,1
53,2
48,3
16,1
9,1
75,4
242,11
16,1
-1,1
37,2
-2,4
108,3
53,2
84,2
17,2
18,1
101,4
21,1
90,4
112,5
20,2
39,2
80,2
114,4
72,4
136,10
28,1
61,2
16,3
47,1
35,1
73,4
17,1
24,3
22,2
167,9
22,1
62,3
62,2
57,4
140,6
67,2
37,1
19,1
28,5
116,3
82,4
48,2
35,1
61,2
39,1
82,3
17,1
26,2
66,4
43,1
30,2
175,8
27,2
283,11
20,1
14,1
86,3
54,2
17,1
35,2
39,1
105,6
68,1
35,2
51,4
54,1
22,1
172,9
28,1
55,1
165,6
19,2
35,3
57,3
109,6
18,1
52,3
31,1
19,2
73,3
35,2
39,2
56,1
37,1
58,2
54,5
23,1
17,1
38,2
82,7
266,6
60,3
48,3
81,4
16,1
24,2
37,4
34,4
60,2
99,2
32,2
23,2
65,3
31,2
-1,2
39,2
33,1
88,5
70,6
150,6
-1,1
19,1
19,2
-1,2
166,7
145,4
48,2
130,4
22,1
51,2
56,1
19,3
183,5
41,2
31,1
24,1
68,3
24,1
81,3
62,2
30,1
21,2
72,4
21,2
23,1
77,3
43,1
51,2
83,3
47,1
31,2
40,1
54,4
77,3
18,1
159,4
18,2
33,1
105,5
89,4
34,1
31,2
103,3
23,2
21,1
103,5
38,3
32,1
43,1
20,2
13,1
200,7
59,3
78,5
29,1
69,4
19,2
51,1
104,8
33,1
31,1
103,3
208,5
20,2
44,1
93,2
257,7
108,3
44,1
65,3
37,2
101,7
17,1
21,1
68,2
38,1
38,2
106,4
109,4
41,1
88,5
115,2
24,2
131,6
28,1
265,9
23,2
33,4
132,7
138,6
7,2
20,1
100,6
69,4
66,3
53,1
176,5
48,4
135,4
136,6
11,1
50,1
70,1
107,6
39,2
13,2
83,4
57,1
257,9
55,4
8,1
20,1
129,8
14,1
44,1
7,2
52,1
23,2
37,3
17,2
314,9
62,2
66,3
14,2
29,2
96,7
82,2
29,1
33,1
28,1
67,4
10,1
25,1
26,1
159,4
50,1
34,2
30,1
8,1
20,1
44,1
43,1
87,2
60,3
56,6
222,8
54,2
125,5
60,4
39,3
19,2
68,2
55,5
51,2
35,2
46,2
37,2
103,3
40,1
44,1
18,1
32,1
22,1
85,5
49,1
139,5
48,1
10,1
54,1
17,1
18,1
53,1
47,1
57,1
69,4
26,1
67,1
22,1
17,1
50,3
34,2
62,1
52,3
40,4
105,7
164,5
123,5
51,1
53,1
23,1
21,2
23,1
13,1
52,1
41,1
22,3
20,2
36,3
54,4
52,1
52,1
108,5
23,1
63,2
94,8
18,1
24,2
164,8
93,3
117,3
44,1
30,1
47,2
24,1
-1,1
21,1
22,2
47,2
23,1
84,3
21,2
18,1
76,5
59,6
18,1
94,5
56,1
71,1
49,2
145,3
24,1
27,1
29,1
44,1
62,1
92,4
52,3
65,1
26,1
35,1
121,5
43,1
75,2
213,6
20,2
26,1
33,2
29,2
30,4
19,1
31,2
29,1
188,5
26,1
94,2
34,1
29,1
63,1
49,1
104,4
31,1
38,2
155,4
143,7
133,3
162,8
125,4
24,1
35,1
22,1
40,2
78,5
64,2
110,3
34,1
62,2
69,5
21,1
63,3
150,7
38,2
27,1
29,2
84,4
83,1
50,4
81,2
1,2
124,5
69,4
108,3
117,4
323,11
53,2
11,1
13,1
29,1
39,1
16,1
166,6
269,8
27,3
99,3
84,3
21,3
54,2
44,1
118,3
89,4
48,2
100,2
92,3
129,4
90,4
108,5
58,2
49,1
43,1
377,13
18,1
30,1
103,3
106,3
67,2
105,4
78,4
59,1
54,1
51,1
151,3
56,1
64,1
33,2
45,1
177,5
208,11
35,2
69,2
