Age,Sex
36,1
83,3
-1,2
226,7
81,4
18,2
37,1
71,1
23,2
65,1
62,1
29,2
49,2
48,2
61,1
84,2
49,2
24,1
52,3
69,4
36,1
288,13
56,1
38,1
51,1
148,6
141,2
47,2
165,5
39,1
34,3
230,8
62,2
32,1
188,9
15,1
63,1
123,2
89,3
97,6
193,4
140,5
57,3
380,14
250,8
48,3
57,2
90,5
57,1
50,1
38,2
216,7
156,6
25,5
178,6
40,1
102,3
66,2
107,3
143,3
20,1
69,2
59,5
52,3
145,5
45,3
278,11
109,5
11,1
52,2
111,6
25,1
-1,2
39,1
192,13
158,4
11,1
110,4
45,2
40,2
81,4
208,11
62,2
8,2
47,2
16,1
17,2
49,2
93,6
54,6
38,1
106,2
95,3
96,4
26,1
61,2
44,3
23,2
83,3
83,3
114,4
29,2
35,1
236,8
24,2
137,3
149,6
199,7
48,2
93,3
41,1
61,2
64,4
58,2
39,1
24,2
70,6
183,9
41,3
34,2
57,4
26,1
56,1
47,2
130,9
77,3
126,10
29,2
143,8
36,1
56,3
189,6
146,6
59,2
68,2
176,5
-1,2
17,2
73,6
62,1
87,3
77,2
36,1
121,2
118,4
34,1
122,4
27,1
11,1
18,1
40,2
125,4
42,1
28,1
19,1
13,4
59,4
94,4
65,5
48,2
159,5
62,2
19,1
69,2
27,2
23,2
63,4
24,1
169,9
31,1
83,7
60,1
19,2
44,4
33,2
20,1
135,6
33,1
22,1
35,3
49,3
61,1
20,1
81,4
45,2
29,1
85,6
42,2
20,2
19,2
27,1
45,1
23,1
28,1
40,2
31,2
43,1
33,2
26,1
30,2
50,1
57,2
813,60
25,1
56,1
36,1
49,1
43,2
42,1
22,1
18,1
110,4
68,1
54,2
49,2
27,2
34,2
99,4
135,4
38,3
96,5
13,1
45,1
50,2
63,4
264,14
9,1
70,3
174,7
52,1
128,6
48,1
24,2
51,1
100,3
80,3
11,1
36,2
29,2
45,2
36,1
18,1
22,1
152,6
114,7
37,1
152,4
106,6
39,2
86,3
45,1
43,1
33,1
133,5
34,1
286,10
35,1
18,2
27,3
20,1
87,3
212,4
119,6
95,2
210,6
253,9
22,1
35,1
52,1
121,3
139,4
222,11
78,2
174,5
59,2
67,3
94,3
77,4
268,11
144,4
15,1
74,2
114,4
207,7
71,1
27,1
190,5
79,2
-1,1
202,9
71,2
86,2
46,1
94,4
244,9
202,4
84,7
22,1
43,2
42,2
126,3
52,1
440,16
46,1
18,1
78,2
7,1
12,1
33,1
34,1
206,6
108,4
24,2
8,1
16,2
30,2
84,7
34,1
9,2
49,4
12,1
53,1
42,4
13,1
72,4
6,1
97,3
38,4
248,14
43,3
50,2
11,2
21,2
218,13
24,1
71,2
62,2
126,5
170,4
222,10
78,3
79,3
45,2
18,1
21,2
31,2
20,1
117,2
47,2
85,5
133,10
57,2
35,2
29,1
32,1
64,3
11,2
53,1
240,13
77,2
112,4
65,4
98,9
50,3
16,1
41,1
152,2
121,6
18,1
79,5
315,8
28,1
38,1
34,1
13,2
36,1
18,2
30,1
80,10
21,2
229,10
81,2
96,2
68,2
130,6
47,1
20,1
5,1
16,2
108,3
63,1
134,3
53,2
57,3
78,4
52,4
111,4
19,2
10,1
92,3
111,5
41,1
30,2
34,1
126,4
20,1
14,2
90,2
81,4
20,1
38,1
52,5
58,1
74,2
56,5
81,4
74,3
200,10
136,5
75,3
17,1
22,2
-1,1
35,1
70,3
61,1
27,1
124,4
65,2
62,3
18,2
56,1
48,1
37,1
14,1
40,1
47,2
45,1
31,2
17,2
47,1
80,2
16,4
105,8
62,2
36,2
21,1
49,1
58,1
29,1
37,1
22,1
23,2
53,2
48,1
22,1
23,1
27,1
24,1
81,3
43,3
19,1
17,1
26,1
23,1
29,1
72,4
145,3
113,3
23,2
126,3
71,2
51,1
39,1
36,1
136,7
40,1
76,2
51,2
46,1
110,3
17,1
104,2
306,11
225,7
40,2
16,1
62,1
114,4
282,11
149,6
19,1
50,3
14,1
53,1
42,3
154,8
24,2
79,3
117,6
18,1
16,1
266,10
79,6
46,2
78,1
131,5
49,3
58,1
173,8
165,5
43,1
147,5
64,2
17,1
108,3
37,2
98,3
58,2
83,3
24,1
56,2
18,1
102,5
312,7
79,2
67,3
74,2
57,1
27,1
42,1
83,1
70,2
42,1
47,1
22,1
128,5
77,2
76,1
35,3
53,1
17,1
70,4
45,1
155,5
79,2
52,1
143,5
69,2
130,3
59,4
24,1
62,1
117,5
58,2
272,7
123,3
109,4
40,1
53,2
49,1
88,3
98,2
77,2
327,11
93,4
79,3
40,3
42,1
131,9
137,4
38,2
266,8
20,1
132,5
148,9
120,5
173,4
22,2
159,9
44,1
119,11
144,2
343,13
56,1
63,3
62,4
19,2
88,3
45,1
55,2
162,10
59,1
157,8
118,6
51,1
13,1
173,7
40,1
37,2
146,4
33,2
124,8
84,2
154,5
44,2
74,4
142,3
187,5
123,3
98,7
62,2
248,10
30,2
117,6
10,1
75,4
366,24
71,1
109,5
141,8
122,5
42,3
59,1
11,1
147,6
121,2
65,1
222,8
75,2
48,2
127,5
29,1
34,3
61,4
30,2
37,1
18,1
144,7
188,7
143,4
286,14
58,2
36,1
70,5
60,4
35,2
172,7
39,2
7,3
-2,3
115,6
40,1
38,3
18,1
114,4
48,1
180,4
154,5
185,6
29,1
387,19
268,16
323,9
311,12
117,3
117,6
42,3
82,3
20,1
85,2
87,2
22,2
143,8
17,3
76,2
47,3
43,2
59,1
139,3
115,5
63,2
303,8
147,8
169,11
71,2
97,2
167,11
14,2
47,1
44,1
90,4
203,8
23,2
26,2
23,2
36,1
57,2
79,4
37,1
52,1
44,1
34,1
18,1
43,4
38,2
19,1
26,1
45,2
59,2
197,8
75,3
24,2
136,5
58,3
16,1
142,5
22,1
133,7
17,2
21,1
55,3
35,2
45,2
69,1
18,2
74,2
58,1
71,3
110,5
33,3
87,5
47,2
53,1
22,2
42,2
30,1
35,4
60,1
76,1
85,3
17,2
51,1
61,1
22,1
82,3
14,2
20,1
38,4
41,2
20,2
24,1
120,3
36,4
39,2
78,2
18,1
19,1
23,2
81,6
31,1
34,1
59,4
23,1
24,2
24,1
22,1
19,2
49,1
50,2
42,1
43,1
51,2
-1,1
18,2
26,2
26,1
45,1
28,1
29,1
46,1
26,2
65,3
54,2
74,3
103,4
146,4
89,2
47,1
26,1
44,1
79,4
17,2
57,1
209,13
55,1
101,3
49,2
23,1
22,1
38,1
22,2
40,1
64,2
41,1
46,3
130,2
74,2
66,3
83,4
7,2
82,4
54,1
133,4
60,4
27,1
1,2
55,2
47,3
83,4
36,1
26,1
270,8
74,1
66,3
57,4
17,2
22,1
61,2
189,15
39,4
94,4
41,1
134,3
55,2
45,1
36,2
185,14
14,1
20,1
49,1
94,3
243,9
170,11
51,1
161,5
24,2
121,2
28,2
45,1
272,10
53,3
102,4
19,2
145,6
22,2
27,1
396,8
34,2
37,2
230,8
151,5
16,1
89,2
285,14
25,1
62,2
81,1
78,4
35,2
40,1
20,2
73,3
181,8
121,4
9,1
49,4
169,7
14,1
197,10
62,2
125,3
-2,3
73,2
38,1
40,1
77,5
96,5
59,2
14,1
53,3
147,8
37,2
82,3
26,1
21,1
17,1
144,7
40,2
54,2
54,2
71,4
20,1
116,4
130,4
48,3
23,2
37,2
77,8
95,3
27,1
17,1
176,9
229,13
108,4
35,2
24,2
119,7
32,1
34,2
244,8
18,2
40,3
77,6
51,2
13,2
190,7
51,4
79,2
53,2
93,3
196,11
20,1
131,3
47,3
9,2
90,2
114,5
156,4
25,2
25,1
17,2
28,1
69,5
97,7
31,2
68,1
71,3
143,7
142,7
21,1
19,1
45,2
114,3
62,3
31,1
54,2
20,1
18,2
33,1
36,4
76,4
58,3
24,2
89,4
74,1
87,5
66,3
23,1
163,11
50,2
49,2
25,2
40,1
72,3
74,5
31,1
18,2
81,2
19,1
173,6
52,3
49,2
36,3
31,1
45,1
44,4
30,1
100,4
47,2
18,1
140,6
16,1
43,4
40,1
29,1
27,1
52,2
93,2
35,1
83,3
101,4
69,2
116,5
62,1
47,1
51,2
69,4
20,1
25,1
-1,1
30,1
93,7
30,2
25,1
19,2
92,2
36,2
24,1
40,1
22,1
47,4
48,3
18,1
43,1
28,2
180,4
22,1
43,1
41,1
81,3
83,2
52,1
156,5
34,1
105,3
122,4
26,2
40,2
27,1
158,8
49,2
140,3
49,1
89,1
58,1
60,1
22,1
56,1
165,3
31,1
88,2
20,2
294,11
32,2
114,5
18,2
92,3
48,1
46,2
168,3
159,6
76,2
19,2
60,1
38,1
42,4
19,2
67,3
118,8
109,3
133,4
10,2
116,3
98,2
155,3
6,1
151,5
39,2
52,3
215,8
268,9
117,4
62,5
113,3
47,2
29,2
42,1
41,4
256,9
54,2
26,1
28,1
118,7
86,4
120,5
68,4
5,1
107,7
343,12
12,2
105,4
70,2
7,2
124,4
240,11
70,3
36,2
37,1
128,8
62,3
34,2
45,2
37,1
133,4
85,6
131,4
120,4
199,10
7,1
41,3
-1,1
43,3
79,6
52,1
174,6
64,3
60,4
36,1
17,1
43,2
9,1
97,4
12,1
25,1
38,1
88,3
43,3
6,2
58,4
50,4
342,13
359,9
48,4
35,1
62,2
33,1
55,2
26,2
40,3
256,15
64,4
37,1
71,4
16,2
85,2
26,2
78,3
12,4
80,1
53,2
59,5
112,3
47,3
126,4
15,2
87,6
159,4
49,2
94,5
147,7
91,2
28,3
56,1
63,2
24,1
52,2
46,3
41,3
60,3
41,2
131,7
16,1
34,1
44,3
7,1
18,1
19,2
105,4
19,1
27,1
36,1
66,3
133,6
18,1
26,2
118,3
56,2
18,1
26,2
169,6
56,4
49,5
16,1
23,1
32,2
68,4
25,1
38,3
61,1
201,10
74,4
22,1
33,1
134,5
26,1
30,3
68,7
-2,2
19,2
19,1
49,1
-1,1
25,1
22,1
18,1
116,7
38,1
144,4
34,2
21,1
16,2
56,2
146,3
19,1
48,1
79,4
43,4
70,2
33,1
48,1
26,1
28,2
23,2
86,2
47,1
35,2
26,2
114,5
21,1
59,2
17,2
26,1
19,1
41,2
59,4
95,3
26,1
26,1
102,2
44,2
17,2
24,1
63,1
100,3
19,1
119,5
23,1
20,1
28,2
-1,1
68,4
27,2
58,1
34,1
41,1
22,4
50,1
44,1
30,2
17,1
37,2
18,2
53,1
93,3
57,1
30,2
44,1
42,2
17,3
45,1
37,1
75,2
83,3
20,2
25,1
204,6
104,5
71,5
36,2
52,2
213,5
92,3
52,2
93,4
53,1
86,3
38,1
46,2
34,4
60,1
36,2
71,2
48,1
54,1
47,6
322,9
43,1
130,2
31,2
17,2
72,2
32,1
123,4
19,2
212,12
189,11
266,7
271,9
58,1
47,1
34,2
12,1
45,2
79,2
129,4
121,6
97,2
40,1
52,3
207,8
55,1
65,4
60,3
146,4
79,3
306,10
78,2
21,2
43,3
33,2
19,2
23,2
34,1
24,1
67,1
156,6
54,1
46,1
74,3
57,1
26,1
53,1
33,2
17,1
56,1
41,1
36,1
40,1
67,4
114,3
29,1
61,4
87,2
38,2
34,2
124,6
57,1
81,5
42,1
83,2
22,1
141,4
73,3
81,2
34,1
61,3
138,3
86,4
42,2
71,4
51,1
21,2
30,1
31,1
17,2
116,3
22,2
36,4
29,2
91,3
20,2
146,3
66,4
29,1
29,2
43,1
135,7
2,2
110,6
48,1
31,3
21,1
83,3
13,1
50,3
47,1
16,1
46,2
59,1
14,2
59,4
141,3
67,5
136,6
27,1
15,2
117,7
108,5
38,2
56,1
16,1
58,4
219,11
45,2
28,1
147,8
19,1
22,1
113,4
36,1
68,3
43,2
70,2
45,3
45,2
205,7
128,4
31,1
78,2
59,4
20,1
21,1
43,3
16,1
54,3
17,2
51,1
73,3
67,1
33,3
82,4
23,1
60,1
20,1
51,3
83,3
148,4
34,1
48,2
21,1
25,1
33,1
26,2
34,3
52,1
40,1
56,3
22,1
94,4
50,1
77,4
52,3
32,1
80,3
27,2
58,3
61,1
18,1
25,2
100,4
43,3
28,1
63,2
21,1
118,2
199,7
164,3
66,1
66,2
80,3
60,3
20,2
106,5
17,1
56,1
21,2
53,4
44,1
131,3
112,6
47,1
75,2
70,3
105,7
28,2
124,8
45,2
47,2
85,5
86,2
119,2
23,1
29,1
18,1
31,1
191,5
70,2
44,3
30,1
96,7
164,6
31,1
78,4
142,3
32,2
102,2
62,2
145,6
47,1
61,5
96,3
175,4
82,1
53,1
28,3
60,2
68,3
51,1
118,3
21,1
76,6
-1,1
23,1
6,2
197,8
53,4
6,1
99,4
45,1
82,3
63,3
42,1
21,1
149,5
32,2
49,1
57,1
65,2
271,9
18,1
70,2
33,1
47,1
105,3
6,1
17,1
98,6
128,5
60,1
29,1
32,1
30,1
34,2
106,4
133,6
41,1
130,4
46,1
17,1
101,2
77,2
68,2
281,9
34,1
37,2
12,1
51,2
-1,1
109,9
29,1
62,1
47,3
20,1
4,5
56,2
42,2
98,9
47,1
99,5
36,2
63,3
71,1
304,16
94,5
25,1
32,1
14,2
57,1
46,2
18,1
65,4
30,1
51,1
151,4
21,1
100,3
34,1
111,5
50,2
72,4
18,2
42,2
23,1
38,2
183,6
27,1
17,1
48,1
47,1
18,1
48,3
135,4
70,2
57,1
33,1
32,1
65,3
70,5
35,4
18,2
117,5
17,1
59,4
24,1
24,2
51,1
17,2
73,5
22,1
34,1
87,3
71,2
52,1
93,3
45,1
53,1
53,2
41,2
128,4
44,1
25,2
94,4
37,1
44,1
135,3
34,1
55,4
19,2
17,1
65,1
79,1
36,2
62,1
174,7
23,1
161,6
29,1
19,1
128,5
25,1
29,2
40,1
41,1
32,2
92,3
288,6
78,2
-1,2
119,4
118,3
56,1
58,1
31,2
64,2
50,1
100,6
82,6
38,5
17,1
28,1
43,2
42,2
127,3
126,4
71,2
117,2
128,6
44,1
44,1
38,2
88,4
78,3
2,2
60,3
34,3
8,2
25,1
294,12
69,7
134,5
214,8
76,1
190,6
36,1
119,5
56,4
62,2
130,4
6,1
64,4
89,4
83,4
53,1
32,1
5,2
348,10
50,2
242,5
37,1
30,1
48,4
82,3
26,2
26,2
25,1
65,2
123,3
63,3
52,3
35,1
8,2
42,4
112,5
44,2
71,2
65,1
17,1
23,2
3,1
11,1
30,2
64,3
150,6
45,4
152,4
25,1
353,8
133,5
45,1
191,6
180,5
55,1
6,1
65,5
37,1
109,6
159,5
147,5
60,3
29,1
108,5
72,1
213,4
87,4
62,2
21,1
11,1
133,3
45,3
28,1
130,4
205,7
49,1
146,7
22,1
210,9
54,1
63,2
226,8
45,1
62,4
50,1
21,1
41,3
11,1
40,1
126,2
35,3
280,6
99,4
41,2
70,3
24,2
14,2
55,1
76,5
28,3
22,2
327,12
23,1
22,1
29,1
24,2
96,3
20,1
109,3
30,3
73,2
77,5
133,8
79,6
179,6
87,6
45,4
16,1
73,2
21,2
123,4
23,1
36,1
14,2
66,3
9,1
22,2
30,1
66,3
44,2
22,2
62,2
16,1
27,1
55,4
153,5
142,7
18,2
27,2
52,1
41,2
68,2
20,1
26,2
57,2
58,4
19,1
34,1
57,2
51,3
56,6
82,2
194,4
69,2
17,1
30,1
52,2
60,7
86,8
29,1
45,3
225,9
41,1
24,1
30,1
24,1
37,1
22,1
46,1
45,1
92,2
41,1
51,3
23,1
62,2
45,1
27,2
22,1
66,4
72,1
17,1
200,6
40,1
99,2
33,2
32,1
64,3
51,2
142,4
186,6
66,3
76,2
20,2
65,1
50,2
61,2
26,1
251,8
195,5
175,3
62,2
53,2
70,3
169,6
39,1
20,2
16,1
19,1
96,3
76,2
-1,2
43,1
51,3
49,1
25,2
54,1
164,7
163,5
162,6
58,2
89,2
105,3
29,1
21,1
52,2
114,2
10,1
24,1
23,2
15,2
131,6
74,2
44,3
54,1
77,1
60,1
149,5
59,1
40,2
86,5
29,1
23,1
138,6
83,3
105,3
7,2
318,10
53,2
72,3
58,1
62,1
52,4
41,1
39,1
136,6
224,5
77,4
43,2
0,2
148,5
102,2
40,2
135,5
40,1
92,5
151,7
73,2
53,1
29,2
191,6
187,7
72,7
52,1
26,1
70,4
-1,2
168,7
4,1
121,5
22,1
247,9
94,4
39,2
197,6
16,2
88,2
47,2
62,2
74,2
46,3
86,4
7,2
45,2
48,2
104,2
73,2
44,1
129,3
59,2
27,1
38,1
101,4
192,10
25,1
151,6
66,2
39,2
12,1
55,2
56,3
96,4
13,3
143,7
65,4
40,1
67,1
38,2
10,2
185,5
52,4
107,5
80,2
82,3
196,11
60,3
54,2
29,1
86,5
24,1
19,1
12,1
67,1
124,4
78,7
256,8
17,2
72,4
104,5
164,8
59,2
-1,1
54,4
41,3
184,11
91,3
26,1
121,6
44,1
30,1
43,1
65,7
69,2
60,3
49,2
42,1
21,1
40,1
127,5
40,2
14,2
9,1
68,4
83,3
34,2
18,1
32,3
53,5
68,2
31,1
38,2
87,4
67,2
29,1
12,1
33,2
82,6
-1,2
21,1
70,2
24,1
109,5
41,1
77,4
16,2
27,2
73,3
70,4
53,2
58,1
107,4
23,3
53,2
40,3
34,3
35,3
19,1
90,4
113,3
68,2
42,3
60,2
18,1
22,1
75,2
41,1
37,1
24,1
21,1
48,1
29,1
24,1
91,2
59,1
81,4
30,2
40,1
60,1
38,1
40,1
49,1
44,2
66,2
48,1
37,1
76,2
51,1
23,1
-1,2
36,1
38,2
49,1
31,1
51,1
49,2
28,2
59,1
101,2
19,2
92,4
57,4
32,2
63,3
101,5
127,3
98,3
23,2
38,2
89,2
36,2
280,9
22,2
35,2
42,1
79,3
52,2
119,4
233,8
49,3
54,2
131,3
170,5
40,2
14,1
274,6
130,6
75,3
1,2
41,1
71,4
23,1
62,2
101,2
63,1
22,1
88,8
47,1
366,13
77,2
-2,2
20,1
-1,2
162,5
310,8
64,3
60,2
56,3
54,1
254,8
25,1
41,1
117,3
45,1
24,2
107,4
78,2
86,2
69,3
83,1
42,1
17,1
159,3
66,3
46,1
155,7
7,2
15,2
87,3
55,2
34,1
61,2
232,9
53,1
-1,1
200,5
56,1
52,1
38,2
62,4
34,1
119,7
76,3
43,2
66,4
91,2
37,2
30,1
18,2
196,10
112,6
33,4
94,6
180,4
230,10
73,1
8,1
18,1
146,3
146,4
104,5
169,7
30,1
31,1
153,4
35,1
162,5
93,4
50,1
288,10
45,1
98,2
41,1
163,5
89,1
76,5
79,1
56,2
94,9
19,1
116,4
65,2
92,5
118,7
169,5
281,8
135,6
57,1
54,3
56,1
55,4
334,13
27,1
101,5
111,7
38,1
111,8
444,12
74,4
115,4
87,3
74,4
160,3
43,1
124,4
62,2
147,11
164,7
42,1
43,1
126,3
193,7
57,1
20,1
40,1
354,10
106,4
239,12
105,5
65,3
23,1
88,4
36,2
31,2
11,1
49,4
10,2
42,4
22,1
39,2
38,2
28,2
22,2
18,2
26,1
503,19
29,2
16,1
108,5
34,2
26,2
31,1
203,8
44,2
30,2
49,1
21,3
78,2
16,2
23,1
35,1
25,2
38,1
156,5
51,1
21,1
21,1
17,2
27,1
42,2
9,1
79,2
65,2
76,7
56,3
27,1
93,4
43,1
37,2
20,1
50,3
25,1
61,4
12,1
80,4
72,1
79,1
17,1
50,1
24,1
57,3
18,2
53,2
26,2
19,1
69,2
80,3
24,1
84,2
43,1
20,1
24,1
84,8
16,2
40,1
21,1
63,1
40,2
126,4
45,1
22,1
17,1
165,5
33,1
21,1
38,1
23,1
103,3
80,4
36,1
43,1
20,1
111,3
22,1
34,2
28,2
41,1
25,1
46,1
32,1
67,2
24,1
73,2
19,1
80,3
35,2
39,2
32,2
45,1
71,2
32,1
21,2
176,4
28,1
173,4
93,5
70,3
60,5
44,1
27,2
46,1
90,4
40,2
26,1
52,1
157,6
40,1
57,2
37,1
70,1
22,2
163,5
247,9
32,1
38,1
41,4
104,3
47,1
-1,2
41,2
56,1
50,1
309,10
71,3
85,3
4,1
24,1
97,5
90,4
130,4
3,2
46,2
83,2
45,1
86,3
26,1
64,2
94,5
115,5
150,6
76,1
76,4
109,3
61,4
30,1
80,2
37,1
90,5
28,2
250,5
81,1
20,2
15,1
137,5
16,1
223,7
71,1
12,2
85,2
28,1
130,3
152,4
46,2
16,1
61,2
84,2
30,3
235,8
43,2
31,1
63,1
66,2
124,3
80,1
48,2
25,2
15,1
23,1
83,1
63,2
18,1
27,2
157,5
271,11
59,1
40,1
32,2
38,1
44,1
124,9
310,19
16,1
114,5
388,16
170,6
156,6
59,4
21,1
41,1
46,2
39,2
41,1
66,2
25,2
102,5
39,1
72,3
45,3
17,2
238,9
47,1
42,1
298,9
7,1
10,1
64,10
64,6
96,6
120,6
28,2
293,11
15,1
73,3
128,4
84,4
87,1
181,5
41,3
22,2
31,2
53,3
3,1
78,6
47,2
213,7
74,2
75,2
159,5
30,2
146,7
171,10
32,2
230,8
39,2
146,8
176,14
49,3
314,12
17,2
141,3
26,4
50,3
18,1
204,9
66,2
52,2
23,1
21,2
165,6
339,20
339,7
7,1
15,1
20,1
27,1
170,7
49,1
27,1
47,1
24,2
7,1
306,16
183,5
45,3
114,5
36,2
82,3
20,4
1,1
182,9
20,1
65,7
33,2
129,7
91,3
94,6
68,1
178,5
54,1
204,9
50,1
75,3
16,1
46,3
495,15
71,3
11,1
24,1
206,4
259,11
15,1
201,6
57,3
13,1
47,4
4,1
21,2
117,6
81,4
37,2
147,4
64,5
107,4
85,2
57,1
27,1
7,2
40,1
17,1
71,2
133,4
56,1
60,3
57,2
104,4
161,7
98,3
40,1
14,1
40,1
12,1
75,4
33,1
43,1
35,1
238,9
23,1
38,3
62,3
48,3
45,2
45,2
-1,1
74,4
80,2
83,4
39,1
36,2
30,1
49,2
36,1
19,1
64,2
185,7
23,2
84,3
45,1
28,2
55,4
185,7
77,2
35,2
20,1
20,2
44,2
21,1
25,2
27,2
20,2
34,1
29,2
92,4
48,1
84,3
51,2
43,1
41,1
27,2
17,2
31,1
50,1
73,4
20,1
31,1
21,1
66,2
90,4
25,1
114,2
50,2
23,1
37,1
20,2
18,2
150,3
29,1
34,1
28,1
53,3
21,1
17,1
118,3
222,4
113,2
38,2
28,1
86,2
86,1
48,2
46,1
22,1
34,2
16,2
62,1
54,1
17,1
90,1
138,4
88,2
167,5
130,3
253,7
118,4
34,1
60,2
68,3
60,1
139,10
311,10
28,2
21,1
47,1
64,1
118,3
34,2
50,3
22,1
270,12
79,2
114,3
122,3
151,5
81,2
77,5
151,4
82,4
164,4
24,1
250,11
138,2
91,3
281,6
32,1
31,2
66,2
122,6
11,2
60,4
41,1
48,2
85,1
63,2
148,5
22,2
16,1
12,2
2,1
40,1
196,9
78,1
52,6
121,6
40,1
286,11
44,1
58,1
71,4
64,3
25,2
27,1
33,1
290,12
89,3
97,2
354,12
30,2
61,1
75,9
16,1
36,3
33,1
71,3
88,3
19,1
45,3
79,1
88,4
71,4
89,3
44,1
81,4
44,1
50,1
27,1
103,3
174,10
107,4
25,2
92,4
30,2
21,1
59,3
26,2
89,5
45,1
84,2
189,10
37,1
244,10
29,1
34,1
55,4
60,3
30,1
83,2
92,4
101,4
14,2
144,8
47,2
12,1
15,2
80,2
81,2
87,2
24,2
133,5
123,8
-1,1
41,2
57,2
12,1
86,3
6,2
46,1
32,2
83,2
181,6
75,3
17,1
34,1
81,5
143,6
35,1
249,8
257,10
114,7
141,3
44,1
72,3
17,1
121,5
190,3
187,10
127,6
34,1
37,2
62,5
163,7
90,3
29,1
166,6
57,4
124,5
72,3
238,14
45,2
30,1
54,3
7,2
46,2
67,3
77,3
40,4
65,4
84,4
47,2
20,1
22,2
69,2
41,1
49,5
18,1
167,10
9,2
69,3
47,4
26,1
-1,1
52,1
161,8
58,2
15,1
36,2
47,4
39,1
40,3
51,2
29,1
158,4
87,6
30,3
37,2
62,3
31,1
42,2
41,2
122,3
63,1
85,3
36,1
24,2
22,1
20,1
19,2
72,2
66,2
167,8
75,3
45,3
18,1
76,4
96,3
33,2
30,1
23,2
77,2
61,3
46,2
32,2
-1,1
36,1
18,1
22,1
53,2
53,1
23,2
97,3
20,2
192,4
36,1
137,8
35,1
39,1
59,1
31,1
25,1
70,4
52,1
28,1
23,1
151,5
45,2
39,2
24,1
44,2
20,1
22,1
36,2
42,2
18,1
17,1
23,2
49,1
56,4
54,2
-1,1
56,1
27,2
21,2
62,2
43,1
22,1
23,2
82,3
31,1
145,7
28,1
42,1
54,1
30,2
53,3
122,8
141,7
257,11
25,2
30,2
61,1
74,4
45,3
26,1
45,1
66,1
119,3
132,5
163,4
57,2
36,1
50,2
9,1
200,6
32,2
105,5
49,1
139,6
16,1
32,1
-1,1
25,2
55,1
71,1
53,1
338,15
100,2
145,6
104,4
20,1
98,4
17,2
43,2
188,6
82,3
98,3
102,4
36,2
158,5
111,3
42,2
58,5
113,2
136,8
102,3
44,3
82,3
146,4
28,3
232,6
16,1
37,1
14,1
72,2
44,1
109,6
9,2
81,2
90,3
35,2
123,11
92,3
21,2
5,1
18,1
153,4
86,5
90,2
344,9
49,2
19,2
177,9
44,1
78,2
72,3
55,2
90,4
150,8
126,4
44,2
73,2
75,3
120,4
77,4
23,3
28,1
52,3
32,1
34,2
48,3
70,5
34,1
56,3
94,4
59,3
72,2
141,2
38,4
37,3
60,1
101,6
39,1
20,1
27,2
42,1
158,4
42,2
35,1
12,1
26,1
85,4
32,1
34,2
26,2
24,2
46,1
250,10
19,1
40,1
44,1
50,1
22,2
5,1
17,1
7,1
137,4
8,2
25,2
23,2
8,2
52,1
65,2
93,6
56,3
86,6
48,1
30,1
131,6
111,7
45,1
98,3
62,2
34,1
48,2
45,1
21,1
66,3
2,1
62,3
6,1
105,7
86,3
20,1
123,6
55,2
56,5
20,1
78,6
93,5
107,4
54,1
73,1
15,2
27,1
26,1
18,1
91,3
152,3
66,4
33,1
51,2
20,1
36,3
82,3
21,1
47,2
23,2
70,3
43,1
82,9
64,3
82,1
94,2
18,1
58,2
25,1
24,1
31,1
77,3
25,1
17,1
40,1
92,2
37,1
50,1
52,1
30,1
32,1
154,4
42,2
97,2
60,2
32,1
21,1
88,2
203,5
2,1
134,5
64,2
22,1
44,2
132,4
166,5
225,7
24,1
35,1
57,1
40,2
304,12
104,3
26,1
42,2
54,1
25,1
29,1
80,2
19,1
115,5
48,2
155,3
26,1
28,1
119,4
22,1
64,2
39,3
27,2
67,1
275,7
111,3
42,2
60,3
63,1
41,1
56,4
150,6
134,5
60,2
84,2
69,3
102,2
81,4
476,13
153,5
65,1
105,3
65,1
9,1
124,3
141,8
36,1
21,1
43,1
29,1
83,1
171,4
20,1
97,4
34,2
105,3
41,2
92,3
166,5
115,5
40,1
179,7
20,3
110,4
64,1
85,4
98,4
20,1
57,1
143,6
285,13
40,1
39,3
151,5
18,2
60,6
107,4
40,3
91,3
17,2
60,4
-1,1
38,4
24,2
100,4
288,13
297,13
97,4
23,2
72,3
42,2
345,13
168,6
124,4
227,10
165,9
30,1
27,2
131,5
149,6
39,2
74,3
47,3
-1,1
34,3
20,1
-2,3
195,6
80,2
39,1
314,11
98,3
153,6
44,1
78,1
130,8
78,5
79,1
121,5
48,3
32,2
45,1
27,1
53,2
85,4
37,2
-1,1
16,4
55,2
30,2
-1,1
18,1
50,5
69,5
327,10
61,3
3,2
40,2
114,6
61,2
284,8
208,8
87,7
11,2
19,1
202,16
186,8
77,2
48,1
198,7
49,2
113,4
72,2
93,6
49,4
31,1
79,3
35,1
24,1
106,2
61,3
35,2
25,2
16,2
123,5
60,4
64,2
54,2
42,2
17,1
131,6
23,2
131,6
39,1
18,1
31,2
19,2
33,1
117,4
55,1
105,7
36,4
124,8
46,2
9,1
49,1
45,1
35,2
22,1
60,1
92,2
23,1
144,3
17,1
32,1
67,6
18,1
162,6
32,4
53,1
111,6
145,5
35,1
16,1
34,2
25,1
49,2
25,1
15,2
-1,1
47,2
36,1
23,2
39,3
22,1
18,1
17,1
26,1
18,2
46,2
46,3
39,3
65,2
50,1
44,2
25,2
50,2
28,1
40,1
83,2
53,1
22,1
